Fecha,Dominio,PorcentajeTexto,IP,CorreoConTLS,ArchivosAdjuntosPeligrosos,OfertasIrreales,UrlsIndexados,ImagenesCodigoOculto,HeaderRemitenteFalso,ContenidoSensible,Etiqueta
2023-01-30,exito.com,0.34,201.107.60.158,True,True,True,http://ixnpe.phishing-page.net,True,True,False,1
2023-05-29,fakebank.co,0.33,234.182.132.83,False,False,True,https://uqmjv.freegift.io,True,True,False,1
2023-02-26,icloud.com,0.27,33.54.31.161,False,False,True,http://grpzd.secure-login.co,True,True,False,1
2023-01-01,icloud.com,0.57,145.73.97.169,True,True,True,http://qjgmk.fakeprize.xyz,True,False,True,1
2023-02-28,icloud.com,0.29,122.0.101.255,False,False,False,https://wljmy.couponfast.info,True,False,True,1
2023-05-06,mail.com,0.45,209.32.198.185,True,False,False,http://pjujh.secure-login.co,False,False,False,0
2023-08-29,hotmail.com,0.44,87.241.237.222,True,True,False,http://wdkoh.com,True,False,True,0
2023-03-05,secure-mail.net,0.65,92.66.157.143,False,False,False,https://malum.getprize.store,True,True,True,1
2023-04-21,icloud.com,0.78,74.112.88.218,False,False,False,http://ydgcv.promo.net,False,False,False,0
2023-04-07,protonmail.com,0.7,178.105.120.196,True,False,False,https://jnvti.couponfast.info,False,False,False,0
2023-07-06,zoho.com,0.45,214.197.23.251,True,True,True,https://gwbml.clickhere.biz,True,True,True,1
2023-09-30,gmail.com,0.8,182.23.99.89,True,True,False,http://ixgcu.com,False,True,True,1
2023-02-28,outlook.com,0.89,52.134.166.176,True,False,False,http://muqla.couponfast.info,True,False,False,0
2023-11-23,tutanota.com,0.63,220.172.18.205,True,True,False,https://cirph.superdeal.shop,True,True,True,1
2023-10-06,aol.com,0.17,250.72.100.212,False,True,False,https://eilzk.couponfast.info,True,True,True,1
2023-06-18,protonmail.com,0.46,192.170.233.128,True,False,False,http://dbcan.secure.org,False,False,False,0
2023-10-22,exit0.com,0.24,238.55.128.173,False,True,False,http://gwgty.com,True,True,False,1
2023-12-16,tutanota.com,0.42,85.119.14.116,False,True,False,http://knpuj.freemoney.biz,True,True,False,1
2023-07-14,empresa.org,0.55,24.215.243.67,False,False,True,http://wbcxj.com,True,True,True,0
2023-01-28,secure-mail.net,0.65,171.114.198.100,False,True,True,http://mwmpw.discountzone.org,True,True,True,1
2023-01-27,zoho.com,0.47,125.189.177.173,True,True,True,http://jfrgs.superdeal.shop,True,False,False,1
2023-06-22,empresa.org,0.9,93.8.98.237,True,False,False,https://rmdnm.investcrypto.pro,True,False,True,0
2023-09-28,icloud.com,0.51,160.52.113.16,False,False,False,http://wdwpo.secure.org,False,False,False,0
2023-12-18,outlook.com,0.4,180.252.9.78,True,False,False,http://pixso.clickhere.biz,False,False,False,0
2023-09-27,icloud.com,0.14,181.219.171.128,False,False,True,https://mmvuw.fakeprize.xyz,False,True,False,1
2023-03-12,zoho.com,0.54,20.126.231.254,True,False,False,https://xpsnb.secure.org,False,False,False,0
2023-02-16,freemail.xyz,0.47,157.135.161.2,False,False,False,http://qlsyh.com,False,True,False,0
2023-01-11,trabajo-rápido.org,0.2,158.122.231.190,False,False,True,https://lhqar.getprize.store,True,False,True,1
2023-06-13,empresa.org,0.5,246.158.166.157,False,True,False,http://sizxa.com,False,True,False,1
2023-02-28,hotmail.com,0.43,124.230.11.109,False,False,False,http://nwepx.com,True,False,False,1
2023-04-02,outlook.com,0.67,206.197.87.251,True,False,False,https://xvlcx.bank.com,False,False,True,0
2023-06-27,aol.com,0.46,215.249.83.216,False,True,True,http://sbbxc.freemoney.biz,True,True,False,1
2023-09-21,exit0.com,0.59,29.152.19.130,False,False,False,http://gmrwc.superdeal.shop,True,True,True,1
2023-04-26,gmail.com,0.71,174.65.118.35,True,True,False,http://xjxbz.com,True,True,True,1
2023-09-22,securepay.net,0.71,174.248.193.210,True,False,True,http://rkgwp.getprize.store,True,False,False,0
2023-06-15,aol.com,0.23,204.103.168.233,False,True,False,https://qwukp.getprize.store,True,True,False,1
2023-10-07,exit0.com,0.25,127.17.242.6,False,True,False,https://crmhp.malicious.co,False,True,False,1
2023-03-10,freemail.xyz,0.18,254.178.97.17,False,False,False,http://xcwys.com,True,True,True,1
2023-10-03,exito.com,0.52,111.80.92.210,False,False,True,http://czvgk.getprize.store,True,False,True,1
2023-10-25,outlook.com,0.82,149.47.224.37,True,False,False,http://ezlwi.investcrypto.pro,False,False,False,0
2023-11-09,exit0.com,0.35,156.33.210.82,True,False,True,http://aikef.com,True,False,False,0
2023-12-23,gmail.com,0.44,140.122.250.95,True,True,False,http://kyyuz.com,False,True,True,0
2023-08-11,exito.com,0.55,251.106.183.210,True,False,False,https://ifbcy.oferta.com,False,False,False,0
2023-05-12,gmail.com,0.85,35.221.31.149,False,False,False,http://xpsjo.promo.net,False,False,False,0
2023-03-11,secure-mail.net,0.86,217.236.239.120,True,False,False,http://erstz.oferta.com,False,False,False,0
2023-09-19,yahoo.com,0.91,20.133.33.88,True,False,False,https://xxyfl.clickhere.biz,False,True,True,0
2023-12-01,gmail.com,0.64,166.167.207.247,True,False,True,http://ndagk.com,False,False,True,0
2023-12-24,hotmail.com,0.76,14.117.98.181,False,False,False,http://zyyax.com,True,True,True,0
2023-03-27,exit0.com,0.36,157.255.110.94,False,True,False,http://yjmut.getprize.store,True,False,True,1
2023-07-21,tutanota.com,0.9,156.42.11.27,True,False,False,https://efnvw.phishing-page.net,False,False,False,0
2023-12-25,mail.com,0.64,240.171.19.166,True,False,False,http://qpayz.superdeal.shop,False,False,False,0
2023-07-21,freemail.xyz,0.29,165.178.88.79,True,False,False,http://rqpsl.com,False,True,False,0
2023-10-14,hotmail.com,0.35,244.76.218.18,True,True,False,http://evonr.com,False,True,True,0
2023-06-21,exito.com,0.88,156.115.199.200,True,True,False,https://jkluh.investcrypto.pro,False,False,False,0
2023-11-29,freemail.xyz,0.47,30.178.125.10,True,True,False,https://uxsrt.getprize.store,False,False,False,0
2023-11-01,zoho.com,0.69,234.109.243.225,False,False,True,https://qshvx.fakeprize.xyz,True,True,False,1
2023-07-08,securepay.net,0.27,137.165.40.92,True,False,True,https://rbtmx.malicious.co,False,True,True,1
2023-08-30,aol.com,0.77,154.248.186.230,True,False,False,http://gfcba.secure.org,False,False,False,0
2023-09-11,freemail.xyz,0.62,85.192.196.31,False,True,True,https://gvbio.fakeprize.xyz,True,True,True,1
2023-07-04,empresa.org,0.78,76.5.86.226,False,True,True,http://fxcsm.com,True,False,False,1
2023-08-12,icloud.com,0.25,91.227.96.230,True,True,False,https://zocts.fakeprize.xyz,False,True,False,1
2023-01-25,exito.com,0.48,167.231.155.143,True,False,False,https://bumdd.oferta.com,False,False,False,0
2023-06-22,yahoo.com,0.23,207.177.221.134,False,True,False,http://hwpkm.com,True,False,False,0
2023-05-24,freemail.xyz,0.82,44.191.220.104,True,True,False,http://hslvi.com,False,True,False,1
2023-08-13,protonmail.com,0.42,150.158.68.45,True,False,False,https://fwenm.secure.org,False,False,False,0
2023-10-04,gmail.com,0.44,150.87.44.115,False,False,True,http://mzmcn.com,False,False,False,0
2023-05-23,mail.com,0.57,145.101.207.206,True,True,False,https://nlznc.freegift.io,False,False,True,1
2023-11-27,ofertas123.com,0.13,0.151.185.149,False,False,True,https://rzopa.freegift.io,True,False,False,1
2023-12-14,hotmail.com,0.72,254.243.183.89,True,False,True,http://yvzfb.secure.org,False,False,False,0
2023-10-01,exito.com,0.52,215.53.60.249,True,True,True,https://elzdh.secure.org,False,False,False,0
2023-01-12,securepay.net,0.45,20.158.134.205,False,False,True,http://nembm.malicious.co,False,False,True,1
2023-01-19,yahoo.com,0.8,23.82.219.240,True,False,False,http://kcvaf.com,True,True,False,0
2023-07-25,protonmail.com,0.94,221.169.244.166,True,False,False,http://gtolm.secure.org,False,False,True,0
2023-07-28,noticiaslive.co,0.6,236.181.49.217,True,False,False,http://wknor.secure.org,False,False,False,0
2023-05-21,freemail.xyz,0.26,51.146.52.27,False,False,True,https://mkqwa.lottery.win,True,True,False,1
2023-02-24,empresa.org,0.33,96.147.218.227,True,False,True,https://byeal.freegift.io,True,True,True,1
2023-03-08,empresa.org,0.14,78.16.209.169,True,True,False,http://pstjz.com,True,False,False,1
2023-12-27,hotmail.com,0.42,68.252.113.231,True,False,True,http://kyjue.com,False,True,True,0
2023-02-16,gmail.com,0.69,0.182.8.148,True,False,False,http://efupi.phishing-page.net,False,False,False,0
2023-08-08,empresa.org,0.3,199.161.182.250,True,False,False,http://ckcfi.investcrypto.pro,False,False,False,1
2023-12-01,securepay.net,0.32,57.143.16.71,False,True,False,https://mdvff.couponfast.info,True,True,False,1
2023-03-15,trabajo-rápido.org,0.31,68.160.243.138,False,False,True,https://ayiyu.clickhere.biz,True,False,True,1
2023-01-28,exit0.com,0.67,254.85.13.216,True,False,False,http://qbiph.com,False,True,False,0
2023-04-20,exit0.com,0.71,152.171.66.197,True,True,False,http://kdbgb.com,True,False,True,1
2023-11-09,protonmail.com,0.61,103.253.63.36,True,False,False,https://cgzyx.clickhere.biz,False,False,False,0
2023-11-05,icloud.com,0.43,9.133.234.7,True,False,False,https://omnqz.promo.net,False,False,False,0
2023-12-29,trabajo-rápido.org,0.27,72.136.43.89,False,False,True,http://gvxdi.discountzone.org,True,True,True,1
2023-12-21,hotmail.com,0.84,154.226.201.18,False,False,True,http://wtuwd.com,True,True,True,1
2023-10-29,gmail.com,0.12,103.95.190.81,True,False,False,http://nwnos.com,True,True,False,1
2023-04-11,gmail.com,0.49,211.19.16.157,True,False,False,https://ymfwy.oferta.com,False,True,False,0
2023-11-10,gmail.com,0.85,55.220.172.105,False,False,False,http://dmqkq.com,True,False,True,0
2023-12-10,secure-mail.net,0.25,83.155.165.49,False,False,True,http://zbwsb.malicious.co,False,False,True,1
2023-02-13,gmail.com,0.82,67.93.107.190,False,True,False,http://zarvd.com,True,False,True,0
2023-03-24,fakebank.co,0.28,250.6.37.54,False,True,True,https://mjujw.superdeal.shop,True,True,True,1
2023-04-03,aol.com,0.26,210.248.68.245,True,True,False,https://zyubt.lottery.win,False,False,True,1
2023-01-14,exito.com,0.57,143.167.199.208,False,True,True,https://krniz.freemoney.biz,False,True,True,1
2023-12-19,freemail.xyz,0.11,17.107.182.194,False,True,True,http://jlfwn.com,False,False,False,0
2023-07-11,protonmail.com,0.56,87.213.109.82,True,False,False,http://qkksr.getprize.store,False,False,False,0
2023-09-24,aol.com,0.91,52.104.4.176,False,False,False,https://stjhr.couponfast.info,True,True,False,0
2023-03-01,secure-mail.net,0.66,103.155.170.88,True,False,False,https://bvegb.promo.net,False,False,False,0
2023-03-21,gmail.com,0.68,166.45.60.60,True,False,False,http://ofvcq.secure.org,False,False,False,0
2023-04-06,hotmail.com,0.53,134.155.11.44,False,True,True,http://xotlx.fakeprize.xyz,False,True,False,1
2023-01-01,aol.com,0.6,190.27.192.180,False,False,True,https://gjnnf.freegift.io,False,False,True,1
2023-08-07,tutanota.com,0.8,135.252.74.170,True,False,False,https://otkiv.lottery.win,False,False,True,0
2023-08-12,securepay.net,0.32,152.86.161.227,False,True,True,https://jnbri.malicious.co,True,True,False,1
2023-01-11,zoho.com,0.44,48.239.67.172,True,True,True,https://kvlmg.secure-login.co,True,True,True,1
2023-06-03,aol.com,0.67,53.151.134.46,True,False,False,https://xunqm.superdeal.shop,False,False,False,0
2023-09-10,empresa.org,0.67,198.195.194.160,True,True,False,http://fpgzx.com,False,False,True,0
2023-01-30,fakebank.co,0.85,62.120.246.212,True,False,False,https://rwohq.oferta.com,False,True,False,0
2023-05-18,aol.com,0.52,72.88.77.102,True,False,True,https://xayzw.promo.net,False,True,True,0
2023-05-28,freemail.xyz,0.62,184.58.165.17,True,False,False,http://nnlpi.com,False,True,False,1
2023-06-23,secure-mail.net,0.35,205.220.190.254,True,False,True,http://pjnpo.secure-login.co,False,False,False,1
2023-09-05,tutanota.com,0.64,207.163.193.244,True,True,False,http://yipju.promo.net,True,False,True,1
2023-04-30,empresa.org,0.25,185.109.209.193,False,True,True,https://gimeg.malicious.co,True,True,True,1
2023-06-27,exit0.com,0.14,228.118.143.152,False,True,False,http://iwjvl.com,True,False,False,1
2023-08-02,fakebank.co,0.43,109.211.85.104,False,True,True,http://dypxm.superdeal.shop,True,True,True,1
2023-06-15,exit0.com,0.77,31.249.121.77,True,False,False,https://pjwul.secure.org,False,False,False,0
2023-10-26,securepay.net,0.17,18.190.103.208,True,True,False,http://sgrwt.secure.org,False,True,True,1
2023-12-15,mail.com,0.59,147.233.17.200,True,False,False,http://ftwtt.secure.org,False,True,False,0
2023-02-12,aol.com,0.77,99.167.77.108,True,False,True,https://olbdg.promo.net,False,False,False,0
2023-12-16,aol.com,0.9,1.28.63.24,False,False,False,http://frdxl.secure-login.co,True,False,False,0
2023-07-30,yahoo.com,0.22,55.65.166.54,False,True,False,http://thxvl.com,True,True,False,1
2023-05-07,empresa.org,0.81,177.180.119.210,False,False,False,https://lgrlj.clickhere.biz,False,False,False,0
2023-01-06,mail.com,0.23,163.163.146.7,False,False,False,https://kxath.fakeprize.xyz,False,False,True,1
2023-07-06,protonmail.com,0.65,224.182.194.22,True,False,False,https://gzxpd.couponfast.info,False,True,False,0
2023-12-28,empresa.org,0.6,52.32.103.85,False,True,False,http://nbgat.lottery.win,True,True,False,1
2023-10-01,mail.com,0.24,56.64.133.149,False,True,True,http://gznrt.couponfast.info,True,False,False,1
2023-02-03,secure-mail.net,0.64,185.236.92.65,False,False,True,http://couam.bank.com,False,False,False,0
2023-07-29,empresa.org,0.61,133.208.119.230,True,True,True,http://irccv.com,False,True,False,1
2023-08-22,aol.com,0.61,50.248.99.247,False,True,False,http://udutj.oferta.com,True,True,False,1
2023-01-17,freemail.xyz,0.64,252.10.160.117,True,False,True,http://syffa.discountzone.org,True,True,False,1
2023-05-22,freemail.xyz,0.89,235.168.149.149,False,True,False,http://aaoms.com,False,False,True,0
2023-12-28,zoho.com,0.6,172.64.178.11,True,True,False,http://zzvke.clickhere.biz,False,False,False,0
2023-08-27,yahoo.com,0.1,17.120.140.74,False,False,False,http://bsnuf.com,True,True,False,1
2023-03-12,noticiaslive.co,0.1,177.0.62.82,False,True,True,http://nwgwt.couponfast.info,False,True,True,1
2023-03-17,outlook.com,0.61,43.70.112.220,True,False,False,https://yqjek.discountzone.org,False,True,False,0
2023-02-16,exito.com,0.94,145.238.13.255,True,True,False,http://afhyk.phishing-page.net,False,False,True,0
2023-07-22,protonmail.com,0.68,84.206.198.134,True,False,True,https://wzwea.promo.net,False,False,False,0
2023-05-21,gmail.com,0.41,10.53.15.43,True,False,False,https://nbptu.secure.org,False,False,False,0
2023-04-16,exito.com,0.53,42.13.88.226,False,False,False,http://klshg.secure-login.co,False,False,False,0
2023-07-12,freemail.xyz,0.42,183.247.67.19,False,True,False,http://zqekh.com,False,True,False,1
2023-07-12,gmail.com,0.44,205.180.162.15,True,False,False,https://hadys.investcrypto.pro,False,False,False,0
2023-01-11,hotmail.com,0.49,93.34.7.118,False,False,False,http://okirf.com,False,True,True,1
2023-09-12,noticiaslive.co,0.43,181.193.198.111,False,False,False,https://kryvh.lottery.win,True,False,False,1
2023-11-03,icloud.com,0.8,253.67.217.208,True,False,False,https://tcqta.bank.com,False,False,False,0
2023-01-22,exito.com,0.53,56.248.101.75,False,False,False,http://flmip.secure.org,False,True,False,0
2023-10-05,outlook.com,0.64,27.16.111.211,True,False,False,http://sfcka.secure.org,False,False,True,0
2023-02-02,exito.com,0.82,197.251.42.53,True,False,False,https://qcrzb.oferta.com,False,False,False,0
2023-08-25,empresa.org,0.74,245.71.171.34,False,True,False,http://lpluw.com,False,False,True,0
2023-06-19,tutanota.com,0.47,238.120.47.180,False,True,False,https://zxamq.fakeprize.xyz,True,False,False,1
2023-07-08,outlook.com,0.72,212.198.158.79,True,False,True,http://eqtpf.secure.org,True,False,False,0
2023-11-19,yahoo.com,0.71,149.95.68.131,True,False,False,http://ttput.freemoney.biz,False,False,False,0
2023-01-29,yahoo.com,0.22,113.29.137.130,True,True,False,http://pkhkb.com,True,False,True,1
2024-01-01,freemail.xyz,0.5,24.241.210.69,False,True,True,http://xvmdc.com,False,True,False,0
2023-01-31,tutanota.com,0.59,2.17.211.36,True,False,False,http://idnqm.secure.org,False,True,False,0
2023-12-07,gmail.com,0.49,141.40.57.173,True,False,False,https://lpxyg.secure.org,False,False,False,0
2023-08-17,empresa.org,0.15,90.193.142.121,False,False,True,http://oauhl.com,True,True,True,1
2023-06-21,freemail.xyz,0.73,246.247.180.184,True,False,False,http://fgafj.getprize.store,True,False,True,0
2023-04-01,ofertas123.com,0.51,167.222.21.46,False,False,True,http://theuj.fakeprize.xyz,False,False,False,1
2023-05-12,freemail.xyz,0.47,203.190.101.131,False,True,False,http://yqxih.com,False,True,False,1
2023-10-30,yahoo.com,0.87,191.8.114.205,True,False,False,https://ltxdy.secure.org,False,False,False,0
2023-02-19,hotmail.com,0.74,1.202.139.165,True,True,False,http://cplpv.freegift.io,False,False,False,0
2023-05-23,yahoo.com,0.51,233.145.171.89,True,True,True,http://ucaqd.com,False,True,False,0
2023-08-16,outlook.com,0.11,233.248.93.114,False,False,True,https://rzgel.couponfast.info,False,False,False,1
2023-01-15,secure-mail.net,0.54,59.181.89.23,True,False,False,https://bstxt.bank.com,False,False,False,0
2023-05-29,empresa.org,0.5,251.70.126.176,False,True,False,http://ogega.com,True,False,False,1
2023-09-03,exit0.com,0.85,98.207.153.41,False,True,True,http://xsenh.com,True,False,False,1
2023-09-14,empresa.org,0.6,143.111.174.135,False,True,True,http://zswmz.com,True,False,True,1
2023-11-15,protonmail.com,0.91,10.118.237.150,True,False,False,https://tbqbx.promo.net,False,False,False,0
2023-10-19,trabajo-rápido.org,0.51,96.114.192.139,True,False,False,http://ytpev.clickhere.biz,False,False,True,1
2023-05-21,empresa.org,0.92,132.4.110.222,True,True,False,http://rtjyw.com,False,True,True,0
2023-01-10,exit0.com,0.67,6.79.79.73,False,False,False,http://ldoez.com,False,False,False,1
2023-04-04,fakebank.co,0.39,244.134.11.83,True,False,False,https://cfvyw.malicious.co,True,True,False,1
2023-04-18,empresa.org,0.66,233.47.113.128,True,False,False,http://wtlny.secure.org,False,False,False,0
2023-09-30,noticiaslive.co,0.58,127.73.88.66,True,False,False,https://gqoiy.secure-login.co,True,False,True,0
2023-10-26,tutanota.com,0.7,244.18.69.39,True,False,False,https://ycrdy.secure.org,False,False,False,0
2023-06-15,empresa.org,0.42,33.150.118.9,False,False,True,http://rcrrh.com,False,False,False,0
2023-11-01,secure-mail.net,0.84,11.214.252.81,True,False,False,http://jnnxm.freegift.io,False,False,False,0
2023-04-28,gmail.com,0.88,154.155.93.210,False,True,False,http://abwhj.com,False,True,False,0
2023-05-14,gmail.com,0.84,238.24.111.97,True,False,True,http://gaugx.com,False,True,True,1
2023-06-07,freemail.xyz,0.14,142.133.196.22,False,False,False,https://ldmmm.clickhere.biz,True,False,False,1
2023-02-19,exito.com,0.56,74.122.101.254,True,False,False,https://edwus.promo.net,False,False,False,0
2023-11-13,tutanota.com,0.91,22.170.241.204,True,False,False,https://kcvnw.freemoney.biz,False,False,False,0
2023-10-07,exit0.com,0.62,44.103.105.24,True,False,False,http://laezg.com,False,True,True,1
2023-05-06,securepay.net,0.91,178.42.96.166,True,False,False,https://apwid.secure.org,False,False,False,0
2023-03-12,ofertas123.com,0.6,118.244.250.252,True,True,True,https://gruis.phishing-page.net,False,False,False,1
2023-10-30,securepay.net,0.46,27.208.69.78,False,True,True,http://lvxll.investcrypto.pro,False,True,True,1
2023-01-07,hotmail.com,0.76,49.82.123.253,True,False,False,https://hssqz.investcrypto.pro,False,False,False,0
2023-10-30,hotmail.com,0.64,218.231.205.172,False,True,True,http://edhfa.com,False,False,False,0
2023-10-27,gmail.com,0.88,88.58.57.191,False,True,False,http://woemy.com,True,True,False,1
2023-01-04,tutanota.com,0.5,18.125.131.167,True,False,False,https://awdzg.secure-login.co,False,False,False,0
2023-09-28,empresa.org,0.41,62.166.189.174,True,True,False,http://mfwhx.promo.net,False,False,False,0
2023-03-20,secure-mail.net,0.84,111.253.43.16,True,False,False,http://ervxa.bank.com,True,False,False,0
2023-07-30,aol.com,0.43,245.238.168.102,False,True,False,https://svcmz.freemoney.biz,False,True,False,1
2023-07-16,exito.com,0.7,133.83.21.72,True,False,True,https://wpwqq.investcrypto.pro,True,False,False,0
2023-01-22,outlook.com,0.78,126.255.236.164,True,False,False,http://rhhqc.bank.com,False,False,False,0
2023-07-24,exit0.com,0.15,18.144.42.242,False,True,True,http://kzeyn.malicious.co,True,False,True,1
2023-06-17,empresa.org,0.11,229.142.187.44,True,False,False,http://orepr.com,False,False,False,1
2023-10-20,secure-mail.net,0.44,37.197.68.69,True,True,False,https://bbvll.couponfast.info,True,True,True,1
2023-05-19,protonmail.com,0.17,246.102.217.29,False,True,False,https://fcccy.clickhere.biz,True,True,False,1
2023-01-23,yahoo.com,0.51,158.105.239.147,True,False,False,http://lvbmf.com,False,False,False,1
2023-11-01,gmail.com,0.45,61.190.3.245,False,True,True,http://xjnhy.com,True,False,False,0
2023-08-05,exit0.com,0.3,37.228.173.218,False,False,False,http://goiiw.com,False,False,False,0
2023-03-24,hotmail.com,0.18,148.113.253.198,False,False,True,http://ugtee.com,False,True,False,0
2023-11-22,hotmail.com,0.86,136.88.159.73,True,True,True,http://dheom.com,True,True,True,0
2023-01-19,icloud.com,0.27,168.27.126.157,False,False,True,https://sahxb.couponfast.info,False,True,True,1
2023-01-29,exito.com,0.81,249.174.212.149,True,True,False,http://cwpoc.oferta.com,False,False,False,0
2023-06-08,gmail.com,0.32,94.161.25.88,False,False,False,http://fxzwn.com,True,False,True,0
2023-09-29,mail.com,0.7,105.197.243.185,True,False,False,https://xamrk.promo.net,False,False,True,0
2023-01-31,trabajo-rápido.org,0.39,112.245.4.213,False,False,False,http://boqxg.lottery.win,True,True,False,1
2023-12-31,tutanota.com,0.42,241.116.168.130,True,False,False,http://hkbps.bank.com,False,True,False,0
2023-02-03,yahoo.com,0.37,48.242.115.120,True,True,True,http://djpfr.com,True,False,False,1
2023-06-29,exito.com,0.59,44.42.134.139,False,True,False,http://jxveh.malicious.co,True,False,True,1
2023-03-11,yahoo.com,0.7,119.116.93.214,True,False,True,http://otacs.com,False,False,False,1
2023-11-20,tutanota.com,0.66,107.71.192.164,True,False,False,http://ezxge.couponfast.info,True,True,True,1
2023-12-26,outlook.com,0.6,191.61.239.68,True,False,False,http://upqwe.secure.org,False,False,False,0
2023-02-10,exito.com,0.79,185.89.126.11,True,False,False,http://hageu.freemoney.biz,True,True,False,0
2023-08-23,hotmail.com,0.61,101.129.111.27,False,True,False,http://fhasl.com,False,True,True,0
2023-06-25,exit0.com,0.35,62.10.24.113,True,True,False,http://zpdxv.com,False,True,True,1
2023-05-08,empresa.org,0.37,44.89.46.70,False,False,True,http://wtvzv.com,False,True,True,1
2023-02-04,aol.com,0.66,239.230.13.128,False,True,True,https://ukjdp.clickhere.biz,True,True,True,1
2023-07-20,empresa.org,0.76,168.174.108.236,True,False,False,http://hptld.discountzone.org,False,False,False,0
2023-07-27,freemail.xyz,0.45,150.76.35.175,True,True,False,http://gxbpi.com,False,False,False,1
2023-09-21,gmail.com,0.13,230.194.67.242,False,False,False,http://onhmx.com,False,False,False,1
2023-01-02,icloud.com,0.79,17.7.147.219,True,False,True,http://nebkn.oferta.com,False,False,True,0
2024-01-01,aol.com,0.32,169.165.151.24,False,True,True,https://cpjym.malicious.co,True,False,True,1
2023-03-12,securepay.net,0.17,76.84.174.2,True,False,True,https://wwlvt.phishing-page.net,True,True,True,1
2023-06-17,exit0.com,0.41,228.83.8.73,False,False,True,http://iiakd.com,True,True,False,1
2023-06-11,icloud.com,0.81,84.218.199.208,True,False,False,http://diwrt.secure.org,False,False,False,0
2023-10-10,mail.com,0.57,55.123.62.109,False,False,False,https://vuzft.couponfast.info,True,True,False,1
2023-02-10,hotmail.com,0.9,218.101.5.25,True,False,False,https://xvscu.oferta.com,False,False,False,0
2023-07-06,zoho.com,0.31,224.10.58.177,False,True,True,https://xumgf.phishing-page.net,True,False,True,1
2023-12-11,ofertas123.com,0.31,157.54.214.101,True,True,False,https://yvhbt.secure-login.co,True,True,True,1
2023-06-25,yahoo.com,0.43,18.253.5.116,True,True,False,http://rhkqu.discountzone.org,True,True,False,1
2023-08-30,yahoo.com,0.93,64.207.224.140,True,False,False,https://hinls.promo.net,False,False,False,0
2023-09-30,trabajo-rápido.org,0.6,13.59.58.225,False,True,False,https://oxylp.clickhere.biz,True,True,False,1
2023-09-09,secure-mail.net,0.69,200.221.191.182,True,False,False,https://udxue.promo.net,False,False,False,0
2023-07-28,gmail.com,0.75,181.132.236.208,False,True,False,http://efxtc.com,False,False,False,0
2023-08-26,trabajo-rápido.org,0.69,98.238.157.140,False,False,False,http://faphs.superdeal.shop,False,True,False,1
2023-05-28,protonmail.com,0.41,90.5.148.198,False,True,False,http://noddz.malicious.co,False,True,False,1
2023-07-03,gmail.com,0.46,194.137.19.73,True,False,True,http://spckv.com,False,True,False,0
2023-09-05,freemail.xyz,0.7,255.71.234.196,True,False,True,https://ajbyk.phishing-page.net,True,True,True,1
2023-04-11,ofertas123.com,0.2,177.174.62.237,False,True,True,https://sienv.promo.net,True,False,False,1
2023-04-14,gmail.com,0.41,92.203.158.60,True,False,False,http://rddys.com,False,False,True,0
2023-06-01,empresa.org,0.42,170.245.66.200,True,False,False,http://dzpiu.getprize.store,False,False,True,0
2023-01-19,outlook.com,0.85,84.221.131.137,True,False,False,https://wjlwj.secure.org,False,False,False,0
2023-04-12,yahoo.com,0.9,51.21.7.190,False,False,False,http://otgmr.com,False,False,True,0
2023-06-08,exit0.com,0.38,40.15.57.152,True,False,True,https://sgpro.freemoney.biz,False,True,True,1
2023-07-03,icloud.com,0.22,118.117.52.73,True,True,True,http://xabxo.fakeprize.xyz,True,False,False,1
2023-12-26,protonmail.com,0.46,252.152.103.89,True,False,False,http://zwsqj.oferta.com,True,False,False,0
2023-03-04,gmail.com,0.19,239.231.36.1,True,True,False,http://ebrjv.com,False,True,False,1
2023-03-07,icloud.com,0.6,102.61.16.235,True,False,False,http://znraa.freemoney.biz,False,False,False,0
2023-02-12,tutanota.com,0.77,204.98.198.52,False,False,False,http://znlpq.getprize.store,False,False,False,0
2023-12-23,empresa.org,0.33,33.184.216.30,False,False,False,http://nvfny.com,True,True,True,0
2023-11-05,hotmail.com,0.54,37.31.79.23,True,False,False,http://qnafe.secure.org,False,False,False,0
2023-05-09,yahoo.com,0.76,74.49.151.192,False,True,False,http://aegjd.com,True,False,True,1
2023-09-15,noticiaslive.co,0.61,60.207.127.241,True,True,False,https://nwdfh.getprize.store,True,True,True,1
2023-11-17,tutanota.com,0.43,37.254.186.167,True,False,False,http://uzzrd.oferta.com,True,False,False,0
2023-09-19,mail.com,0.48,96.52.123.34,False,False,True,https://dxurj.fakeprize.xyz,True,True,True,1
2023-03-03,zoho.com,0.1,147.42.173.72,True,True,True,https://klzgr.getprize.store,True,False,False,1
2023-02-23,yahoo.com,0.25,158.33.168.144,True,False,False,http://yrcdp.com,True,False,False,0
2023-05-24,mail.com,0.15,75.243.4.107,False,True,True,https://vxlob.getprize.store,True,True,True,1
2023-08-17,securepay.net,0.49,154.60.169.72,False,True,True,http://risup.lottery.win,False,True,False,1
2023-04-15,ofertas123.com,0.36,31.166.132.183,False,True,False,https://agtyb.fakeprize.xyz,True,False,False,1
2023-01-28,secure-mail.net,0.57,158.195.223.167,False,True,False,https://mmnac.secure-login.co,True,True,False,1
2023-11-26,fakebank.co,0.5,233.155.200.13,False,True,True,https://qhsvr.freegift.io,False,True,True,1
